1.228173575827884001e+00 2.991173504683402595e-01 1.192780980932262591e-01 4.525079242639955951e-02 3.461444384175005329e-02 2.184624086649826838e-02 1.699231171009000022e-02 6.267184382969079488e-03 3.926659454393588607e-03 5.060919568072694448e-03 2.104823078543681131e-03 -1.654634349731733036e-03 2.745343354568873309e-03 -1.107535625772973140e-03 1.591741523626001749e-03 -8.937515186750892354e-04 -7.769411084509500031e-04 6.940956064733252691e-04 4.591254336227127211e-04 4.674375027691113002e-04 -2.679350753119343412e-03 -1.649921974461776835e-03 1.863411034469514684e-04 -3.392397064404330514e-03 -1.738771755850417478e-03 -5.114458205294994224e-03 2.592516758211887268e-04 7.483727986060634101e-04 8.846686543845119852e-05 2.219263111348662026e-03
1.062315345852001158e+00 2.972198301150576483e-01 1.174923514375141725e-01 3.711777157372395108e-02 3.116641898994557472e-02 2.001719190238569063e-02 1.360175391725552616e-02 1.144068803797530093e-03 1.266443942074730418e-03 2.775054643982349540e-03 3.369116119747851516e-04 2.085159631231558834e-03 -3.451756081949559820e-03 -4.478089914172498969e-04 -3.534944285311220763e-03 5.612658583859833064e-04 2.883847641269444376e-03 -2.358177415185687409e-03 -1.525924288324202738e-03 -3.417051187141088918e-04 -4.814019276364829569e-03 -2.067676253374647714e-03 3.871732758327362401e-03 2.072215906406479468e-03 4.983102431875916644e-04 6.917130592319366798e-04 1.735359227163727619e-03 3.599731389329358794e-04 1.314831703838912095e-03 2.273527029879259833e-04
1.057170610060614413e+00 2.590519632895312285e-01 9.922881494289770288e-02 3.562027631724387633e-02 2.130039239883078916e-02 5.031868371110157466e-03 -2.115158052827983970e-03 2.167205740611290892e-04 7.908475690793899393e-03 6.769835139868149269e-03 9.721673659005863888e-03 3.967790471779259441e-03 5.366771448191494549e-03 1.649500991353300373e-03 4.477056032303773463e-03 4.476047433694030700e-03 3.089615521079580509e-03 9.722357929760280532e-04 -2.407626421452481805e-03 -2.113043009919528194e-04 -2.740736036093667570e-04 2.125761593848520155e-03 1.477109334677127695e-03 9.582269381750107250e-04 4.284137374520038608e-03 2.377796109155147757e-03 9.332700659257065585e-04 -3.810881421338802293e-03 -2.737330763251953451e-03 -3.337916725305468805e-04
1.111845128851440601e+00 2.973842100253482057e-01 1.032321211169235503e-01 4.144859359026081130e-02 1.505303436573235919e-02 1.604566905162963224e-03 2.835545062563946291e-03 -2.099827371262216573e-05 -2.482863030966261323e-03 2.265617144558292571e-03 3.844232254929710966e-03 -2.079710865896478890e-03 1.720599241275920207e-03 1.298218875365629663e-03 -3.140453657260705144e-03 -2.813941483580959598e-04 -3.342899104199974474e-03 -7.645924565296776960e-04 -4.175759576965036753e-03 1.432808035265493258e-03 6.542823725927824274e-04 1.072710809707271657e-03 2.716688033725421850e-03 7.664133951698335646e-04 5.270372619107258029e-04 -3.234660275164405897e-03 -3.384273332855805127e-03 -2.148944019351776546e-03 -4.799216283824107691e-03 7.358267112877546869e-04
1.054894752504698996e+00 2.802268806152244385e-01 1.069471573266509851e-01 3.222699412020053195e-02 1.685991354102242198e-02 1.027893774629090248e-02 4.392264614748498525e-03 3.376661992478131782e-03 1.209736629488965785e-02 1.373152922134760791e-03 -5.213285022317363897e-05 2.503749495801899094e-03 -9.059510830613113014e-04 1.638679033009138265e-03 -2.378838044669831075e-03 7.950120240396986145e-04 5.175178175114166987e-03 -5.868342777308633608e-03 -1.292546545840044274e-03 -1.570068201745564466e-03 -5.913647092405465398e-04 -2.535447423782572537e-03 -3.010262230348509024e-03 -3.298252296474621544e-03 -2.219322133989376587e-03 2.887008263622532810e-04 -4.432190544835496295e-05 3.474742577531055488e-04 1.332770516322158254e-03 2.742707202947952758e-03
1.106511746678177310e+00 2.865166564389604043e-01 1.309873037587589439e-01 4.496188757113601248e-02 2.043226505953523245e-02 1.138074857623712181e-02 3.837808341318902673e-03 1.812159098097264505e-03 -3.420328762287805184e-03 4.049531555328265454e-03 1.473261141428398088e-03 5.478310014513510309e-03 -2.003721345421444026e-03 -9.570273888996623079e-04 4.051774922333240339e-03 8.775524156621593991e-04 -8.768640614223415907e-04 2.968051330818673866e-03 1.241122030471672596e-03 -2.199604899884680630e-03 4.347680044162850060e-03 -1.707481976697293631e-03 1.766455040635464286e-03 -1.691386494859733938e-03 -2.125754713758591392e-03 -2.403244497259795533e-03 -1.471384429730805254e-04 -9.701751776703328601e-04 -1.838572993737283556e-03 -1.359313790955284790e-03
1.034413141667871239e+00 2.858326771549621892e-01 1.025469374350019558e-01 6.108498261043169425e-02 1.743122282385137570e-02 1.225425236249646881e-02 1.193565792867966845e-02 7.057245937116990962e-03 -2.965159268331043346e-03 -5.626067963949194992e-03 -1.002880422774993230e-03 -6.117210898360326762e-04 -4.191048779992818767e-03 -4.076119997981829564e-03 5.722170393114209535e-05 2.861305734526144520e-03 2.136814811649981067e-03 -7.103609621581315377e-04 1.318011084852464040e-03 -2.457455985609765560e-03 -2.905665235357767114e-04 -6.942325743914031779e-04 -2.248692713639269258e-03 1.984026834017372750e-04 -3.425520827313754436e-03 -8.606409487644326589e-04 -1.831976567732553811e-03 -4.149714921932507426e-03 -2.696915392086757408e-03 -3.805966551924169165e-03
1.098221882662802518e+00 3.027558294355471302e-01 1.265923134732465372e-01 5.857134311563204354e-02 1.603700136861591422e-02 1.419379419872143257e-02 8.497350016362356651e-03 4.984968014162990436e-03 8.028858776373506978e-03 4.752748731811949796e-03 1.573492110265313493e-03 9.904623690473398929e-04 1.015401474291148650e-03 3.978734578693315753e-03 -4.526860128426577271e-03 4.528990213701392076e-04 7.633413125721572393e-04 -8.143119738112183665e-04 -2.022019821674744637e-03 -3.642743631327936263e-04 2.776173920963488466e-03 -5.852882214715563695e-04 8.500001937888698863e-04 -1.915044735933230016e-03 2.285008153954863012e-03 -2.804839529984009747e-03 -3.223114559669653517e-03 -6.177489756671446404e-03 -1.094270518927314365e-03 8.375555261644134983e-04
1.168757954012221045e+00 3.106809628851981420e-01 1.025521076633668927e-01 5.688726077997535713e-02 1.305798007900565300e-02 1.339161552108267088e-02 1.409498496206254038e-02 7.337402079371044272e-03 8.278355593442981650e-03 1.240808491217343205e-02 3.145984105390616046e-03 5.320416601522984755e-03 6.556532748556500104e-03 2.786363430679706342e-03 1.509180778792146163e-03 -8.868613428477560090e-04 -5.819929948782640071e-04 9.452834130191784239e-04 2.152498285960192568e-05 3.617786452837190494e-03 2.626047977080677494e-03 2.105891883864067365e-03 -1.024372576293525877e-03 -1.421040638580609548e-03 -1.765573861405038544e-03 -2.244365306759385156e-03 -2.879824302369401231e-03 -3.276233829589802159e-03 -4.098532195083300317e-04 -5.822681054125220705e-05
9.650272689341072851e-01 2.725703471595933292e-01 9.025868228034075735e-02 3.936669797037145591e-02 3.258576178965025966e-02 2.096349367587615337e-02 4.558114854108277422e-03 1.019629930147951911e-02 1.004007215999659988e-02 2.616105447952219235e-03 2.040830961941872499e-04 4.135026363036995410e-03 2.292950289532478050e-03 2.214960888965768378e-03 4.559325007205573300e-03 2.528268715779252458e-03 5.273874229201516283e-04 -3.313732647569168433e-04 1.634073423543500828e-03 3.622413569737077503e-03 -2.606640888276251294e-04 6.224577711777067425e-04 1.387622301324885864e-03 -1.350286755648138050e-03 3.672037376306949100e-03 -9.464003762318440923e-05 2.153593656793485571e-03 1.656467611793624017e-03 -1.898057315550886939e-03 -1.076728335677865382e-03
