# WiggleZ xi0 and xi2 results for all 6 regions (01,03,09,11,15,22)hr in redshift slice 0.4<z<0.8
# Number of rows: 30 
# Columns: sepmin, sepmax, sep [Mpc/h], xi_0_norec, sigma_xi_0_norec, xi_2_norec, sigma_xi_2_norec, xi_0_recon, sigma_xi_0_recon, xi_2_recon, sigma_xi_2_recon  (total of 11 columns)
# sepmin, sepmax: min and maximum separation values of each bin
# sep values are based on the volume mean of each separation in Mpc/h. This is what we used in Kazin, Koda et al. sep = integral_sepmin_sepmax(s^2 * ds)/normalization 
# sigma_xi_statistic_rectype is the uncertainty for the statistic (wedges or multipole) and reconsturction type (recon=with reconstruction, norec= without) 

0.000000	 6.666667	 5.000000	 1.082640	 0.015961	 0.169219	 0.028591	 0.872504	 0.016585	 0.180889	 0.026322	 
6.666667	 13.333333	 10.714285	 0.309808	 0.006510	 -0.122237	 0.010177	 0.249578	 0.005870	 -0.064573	 0.008852	 
13.333333	 20.000000	 17.105263	 0.128075	 0.004279	 -0.069529	 0.006825	 0.091178	 0.003650	 -0.047909	 0.005933	 
20.000000	 26.666667	 23.648648	 0.064783	 0.003311	 -0.060665	 0.005351	 0.038843	 0.002778	 -0.035552	 0.004660	 
26.666667	 33.333333	 30.245900	 0.036385	 0.002748	 -0.044811	 0.004505	 0.019454	 0.002249	 -0.016695	 0.004063	 
33.333333	 40.000000	 36.868132	 0.018503	 0.002334	 -0.031550	 0.003961	 0.008746	 0.001879	 -0.006753	 0.003447	 
40.000000	 46.666667	 43.503934	 0.011335	 0.002060	 -0.022695	 0.003591	 0.003351	 0.001603	 -0.000119	 0.003084	 
46.666667	 53.333333	 50.147927	 0.005217	 0.001833	 -0.016484	 0.003396	 0.003483	 0.001456	 0.001781	 0.002846	 
53.333333	 60.000000	 56.797235	 0.004846	 0.001654	 -0.013342	 0.003115	 0.002526	 0.001325	 0.005471	 0.002563	 
60.000000	 66.666667	 63.450182	 0.002715	 0.001505	 -0.007145	 0.002919	 0.001215	 0.001182	 0.001784	 0.002355	 
66.666667	 73.333333	 70.105735	 0.000726	 0.001389	 -0.007088	 0.002758	 0.000207	 0.001092	 0.002633	 0.002159	 
73.333333	 80.000000	 76.763224	 0.000564	 0.001270	 -0.004266	 0.002599	 0.001696	 0.000998	 0.002898	 0.002041	 
80.000000	 86.666667	 83.422172	 0.001777	 0.001189	 -0.006726	 0.002454	 0.000689	 0.000940	 -0.000985	 0.001892	 
86.666667	 93.333333	 90.082261	 0.001619	 0.001119	 -0.006258	 0.002378	 0.001150	 0.000880	 -0.000105	 0.001824	 
93.333333	 100.000000	 96.743264	 0.001087	 0.001043	 -0.003510	 0.002306	 0.001856	 0.000813	 -0.001234	 0.001705	 
100.000000	 106.666667	 103.404990	 0.002366	 0.000985	 -0.002978	 0.002260	 0.001735	 0.000771	 0.000545	 0.001639	 
106.666667	 113.333333	 110.067314	 0.001624	 0.000927	 -0.004780	 0.002136	 0.001299	 0.000754	 0.001339	 0.001526	 
113.333333	 120.000000	 116.730141	 0.001377	 0.000875	 -0.001224	 0.002094	 0.000609	 0.000698	 0.000207	 0.001487	 
120.000000	 126.666667	 123.393376	 0.000868	 0.000835	 -0.001726	 0.002015	 0.000156	 0.000665	 0.000388	 0.001460	 
126.666667	 133.333333	 130.056962	 0.000063	 0.000798	 -0.001026	 0.001966	 -0.000064	 0.000639	 -0.000292	 0.001395	 
133.333333	 140.000000	 136.720856	 -0.000872	 0.000767	 -0.000987	 0.001912	 -0.000568	 0.000634	 0.000322	 0.001384	 
140.000000	 146.666667	 143.384993	 -0.000448	 0.000761	 -0.002377	 0.001809	 -0.000103	 0.000616	 0.001600	 0.001322	 
146.666667	 153.333333	 150.049369	 -0.000534	 0.000739	 0.001474	 0.001802	 -0.000709	 0.000600	 0.001408	 0.001304	 
153.333333	 160.000000	 156.713941	 -0.000427	 0.000709	 0.003983	 0.001790	 -0.000770	 0.000578	 0.001490	 0.001292	 
160.000000	 166.666667	 163.378668	 0.000035	 0.000708	 0.000851	 0.001746	 -0.000244	 0.000566	 0.000938	 0.001265	 
166.666667	 173.333333	 170.043562	 -0.000712	 0.000675	 0.002861	 0.001687	 -0.000575	 0.000555	 0.001174	 0.001220	 
173.333333	 180.000000	 176.708590	 -0.000128	 0.000658	 0.001177	 0.001687	 -0.000396	 0.000543	 0.000292	 0.001209	 
180.000000	 186.666667	 183.373722	 -0.000410	 0.000640	 0.000690	 0.001628	 -0.000316	 0.000526	 0.001693	 0.001164	 
186.666667	 193.333333	 190.038977	 0.000645	 0.000630	 0.001617	 0.001574	 -0.000016	 0.000516	 0.002813	 0.001152	 
193.333333	 200.000000	 196.704328	 -0.000044	 0.000626	 0.001002	 0.001565	 -0.000488	 0.000520	 0.001803	 0.001153	 
