 20 72474 0.6
  5.  0.606040478  0.0148769021 
  15.  0.146167144  0.00592037197  
  25.  0.0569297299  0.00375267863 
  35.  0.023211278  0.00274448213  
  45.  0.0107820947  0.00216412428 
  55.  0.00644716667  0.00188642438
  65.  0.00322561036  0.00160538277
  75.  0.00224536099  0.00142448395
  85.  0.00183290953  0.0012544886 
  95.  0.00261401944  0.0011533224 
  105.  0.00178135629  0.00102497672  
  115.  0.000957482436  0.000977911986 
  125. -0.00085089507  0.000911844545  
  135. -0.00162452948  0.000859856373 
  145. -0.00185067661  0.00081958354 
  155. -0.00108469243  0.000781266543 
  165.  0.00069347996  0.000750362757 
  175.  0.000264555449  0.000744091289 
  185.  0.000457099435  0.000714275229 
  195.  0.000747340615  0.000680950121 
 1 1  0.000221322218
 1 2  4.83486983E-05
 1 3  2.06337572E-05
 1 4  1.01706883E-05
 1 5  5.5565547E-06
 1 6  3.13016039E-06
 1 7  1.60277068E-06
 1 8  3.9535945E-07
 1 9 -9.06874718E-08
 1 10 -3.45685947E-07
 1 11 -1.0940829E-07
 1 12  4.09364276E-07
 1 13  2.26080729E-07
 1 14 -2.12791917E-07
 1 15  9.91355478E-08
 1 16 -8.67527916E-09
 1 17  3.51371532E-09
 1 18  3.22875138E-07
 1 19 -1.10951148E-09
 1 20  7.31790522E-08
 2 1  4.83486983E-05
 2 2  3.50508017E-05
 2 3  1.32124787E-05
 2 4  6.64112986E-06
 2 5  3.64191419E-06
 2 6  2.24685164E-06
 2 7  1.24804478E-06
 2 8  7.56172881E-07
 2 9  3.96548558E-07
 2 10  3.38778818E-07
 2 11  3.44763151E-07
 2 12  2.74957785E-07
 2 13  1.88110803E-07
 2 14  8.8289994E-08
 2 15  9.75798287E-08
 2 16  2.50985934E-08
 2 17 -2.02555483E-07
 2 18 -9.29833135E-08
 2 19 -1.70052729E-07
 2 20 -1.2998045E-07
 3 1  2.06337572E-05
 3 2  1.32124787E-05
 3 3  1.40825978E-05
 3 4  6.29777014E-06
 3 5  3.38399627E-06
 3 6  2.2610177E-06
 3 7  1.30244632E-06
 3 8  6.70701354E-07
 3 9  3.89229143E-07
 3 10  3.62489118E-07
 3 11  2.72775452E-07
 3 12  1.75890776E-07
 3 13  3.86451902E-08
 3 14  6.13067357E-08
 3 15  4.99462409E-08
 3 16  6.71375204E-08
 3 17 -6.46640217E-08
 3 18  5.023431E-09
 3 19 -2.16917186E-08
 3 20 -9.26204464E-08
 4 1  1.01706883E-05
 4 2  6.64112986E-06
 4 3  6.29777014E-06
 4 4  7.53218228E-06
 4 5  3.73417402E-06
 4 6  2.38990719E-06
 4 7  1.44724925E-06
 4 8  9.57302859E-07
 4 9  5.85791383E-07
 4 10  4.6236886E-07
 4 11  3.69721874E-07
 4 12  1.9610944E-07
 4 13  9.72246923E-08
 4 14  5.86103148E-08
 4 15  1.19910482E-07
 4 16  2.59730157E-08
 4 17 -7.4858427E-08
 4 18 -2.03753494E-08
 4 19  1.26779751E-08
 4 20 -3.01453547E-08
 5 1  5.5565547E-06
 5 2  3.64191419E-06
 5 3  3.38399627E-06
 5 4  3.73417402E-06
 5 5  4.68343433E-06
 5 6  2.63219044E-06
 5 7  1.64798848E-06
 5 8  1.04048445E-06
 5 9  6.67835309E-07
