 20 107106 0.4
  5.  0.618652046  0.0118405558  
  15.  0.153660476  0.00506403018  
  25.  0.054888282  0.00310724019  
  35.  0.021783052  0.00230934215  
  45.  0.00853769574  0.00190671626
  55.  0.00502841547  0.00159557257
  65.  0.00269315997  0.00136643415
  75.  0.00120641885  0.00121342624
  85.  0.00193586585  0.00109507155
  95.  0.00090819865  0.00100438285
  105.  0.00189675507  0.000927449379  
  115.  0.000944374129  0.000862307323 
  125. -0.000105503881  0.000794381078 
  135. -0.000741064723  0.000741309312 
  145. -0.0011195672  0.000713833491 
  155. -0.000704769336  0.000695144059 
  165. -0.000417184492  0.000668553694 
  175. -0.000527913799  0.000647102541 
  185. -0.000216924993  0.000621836109 
  195. -0.000148041625  0.000624397886 
 1 1  0.000140198768
 1 2  3.73916155E-05
 1 3  1.65734255E-05
 1 4  8.79099571E-06
 1 5  4.58218028E-06
 1 6  2.91149036E-06
 1 7  1.697377E-06
 1 8  9.15840019E-07
 1 9  2.54796959E-07
 1 10  2.67654258E-07
 1 11  2.71860586E-07
 1 12  3.18846418E-07
 1 13  2.46847435E-07
 1 14  1.97289083E-07
 1 15  1.84175164E-07
 1 16  1.59773109E-07
 1 17 -1.17107987E-07
 1 18 -2.97711278E-08
 1 19 -1.58925999E-07
 1 20 -2.18410264E-07
 2 1  3.73916155E-05
 2 2  2.56444E-05
 2 3  1.07132537E-05
 2 4  5.99794839E-06
 2 5  3.33298203E-06
 2 6  2.10129656E-06
 2 7  1.21363689E-06
 2 8  6.77058324E-07
 2 9  3.21811655E-07
 2 10  2.34429052E-07
 2 11  2.30644588E-07
 2 12  2.07331325E-07
 2 13  1.3547745E-07
 2 14  8.86789486E-09
 2 15  4.31465486E-09
 2 16 -7.376849E-08
 2 17 -1.34035901E-07
 2 18 -7.85215377E-08
 2 19 -1.21603932E-07
 2 20 -1.39083596E-07
 3 1  1.65734255E-05
 3 2  1.07132537E-05
 3 3  9.6549411E-06
 3 4  5.15536976E-06
 3 5  2.99494741E-06
 3 6  1.87593673E-06
 3 7  1.13901092E-06
 3 8  7.13567374E-07
 3 9  3.77184506E-07
 3 10  2.63829776E-07
 3 11  2.51482135E-07
 3 12  1.87448293E-07
 3 13  6.89939199E-08
 3 14 -3.03350696E-08
 3 15 -6.35829025E-08
 3 16 -1.26787725E-07
 3 17 -1.4876629E-07
 3 18 -1.03526446E-07
 3 19 -8.39828687E-08
 3 20 -1.02738618E-07
 4 1  8.79099571E-06
 4 2  5.99794839E-06
 4 3  5.15536976E-06
 4 4  5.33306093E-06
 4 5  3.1378238E-06
 4 6  1.98480393E-06
 4 7  1.22418055E-06
 4 8  8.23761638E-07
 4 9  4.96492135E-07
 4 10  3.57489995E-07
 4 11  2.4067927E-07
 4 12  1.80587719E-07
 4 13  7.62569954E-08
 4 14 -2.82343073E-08
 4 15 -3.83791487E-08
 4 16 -9.21168706E-08
 4 17 -1.29757311E-07
 4 18 -1.02082161E-07
 4 19 -1.04115351E-07
 4 20 -1.06227091E-07
 5 1  4.58218028E-06
 5 2  3.33298203E-06
 5 3  2.99494741E-06
 5 4  3.1378238E-06
 5 5  3.63556705E-06
 5 6  2.22157246E-06
 5 7  1.42852957E-06
 5 8  9.70426299E-07
 5 9  6.02016428E-07
 5 10  4.07938558E-07
 5 11  2.44216608E-07
 5 12  1.56376487E-07
 5 13  5.04585138E-08
 5 14 -2.66062505E-09
 5 15 -1.81294073E-08
 5 16 -6.12208808E-08
 5 17 -6.70283598E-08
 5 18 -7.98888848E-08
 5 19 -1.19983468E-07
 5 20 -1.1687758E-07
 6 1  2.91149036E-06
 6 2  2.10129656E-06
 6 3  1.87593673E-06
 6 4  1.98480393E-06
 6 5  2.22157246E-06
 6 6  2.54585166E-06
 6 7  1.5849696E-06
 6 8  1.07110384E-06
 6 9  6.73084401E-07
 6 10  4.48500685E-07
 6 11  2.94862417E-07
 6 12  1.81192434E-07
 6 13  8.64372325E-08
 6 14  1.61172728E-08
 6 15  8.21435719E-09
 6 16 -4.07914662E-08
 6 17 -6.67029525E-08
 6 18 -8.4232326E-08
 6 19 -1.30535625E-07
 6 20 -1.34494783E-07
 7 1  1.697377E-06
 7 2  1.21363689E-06
 7 3  1.13901092E-06
 7 4  1.22418055E-06
 7 5  1.42852957E-06
 7 6  1.5849696E-06
 7 7  1.86714226E-06
 7 8  1.22624056E-06
 7 9  8.04124113E-07
 7 10  5.48987259E-07
 7 11  3.5833375E-07
 7 12  2.34453353E-07
 7 13  1.31485535E-07
 7 14  3.6947899E-08
 7 15  1.61283982E-08
 7 16 -2.51621781E-08
 7 17 -4.2787498E-08
 7 18 -7.10828871E-08
 7 19 -8.38911376E-08
 7 20 -1.0429433E-07
 8 1  9.15840019E-07
 8 2  6.77058324E-07
 8 3  7.13567374E-07
 8 4  8.23761638E-07
 8 5  9.70426299E-07
 8 6  1.07110384E-06
 8 7  1.22624056E-06
 8 8  1.47240326E-06
 8 9  9.7296595E-07
 8 10  6.80509231E-07
 8 11  4.50969708E-07
 8 12  3.13845959E-07
 8 13  1.82416102E-07
 8 14  8.57696705E-08
 8 15  4.85896194E-08
 8 16  7.66248931E-09
 8 17 -2.29105073E-08
 8 18 -5.29503446E-08
 8 19 -6.76978544E-08
 8 20 -9.09084434E-08
 9 1  2.54796959E-07
 9 2  3.21811655E-07
 9 3  3.77184506E-07
 9 4  4.96492135E-07
 9 5  6.02016428E-07
 9 6  6.73084401E-07
