# WiZ-CO3A Cij xi0 and xi2 results for redshift slice 0.6<z<1.0 (combination of all 6 regions) 
# Structure is as: 
#	0	1
#	1	2
#, where the 1 are the off-diagonal cross correlations
# Based on 600 WizCO3A simulations 
# Number of data points for EACH statistic: nsep=30  (hence total of (2*nsep)^2 = 3600 rows)
# Columns: isepmin, jsepmin, Cij, Cij^(-1), quartile  (total of 5 columns)
# isepmin is the minimum separation value of the bin ith bin and jsepmin for the jth (Mpc/h). Each bin of width 6.667 Mpc/h
# quartile indicates if the element belongs to the diagonal Cij (of 0,3 or 0,2) or to the cross-terms (1)
0.000000	 0.000000	 4.940002e-04	 2.346225e+03	 	 0
0.000000	 6.666667	 5.533017e-05	 -1.316582e+03	 	 0
0.000000	 13.333333	 2.874112e-05	 -8.697203e+02	 	 0
0.000000	 20.000000	 1.877141e-05	 -9.589727e+02	 	 0
0.000000	 26.666667	 1.110516e-05	 -2.011427e+02	 	 0
0.000000	 33.333333	 6.684849e-06	 5.152777e+02	 	 0
0.000000	 40.000000	 4.939037e-06	 2.934297e+02	 	 0
0.000000	 46.666667	 3.581103e-06	 4.730913e+02	 	 0
0.000000	 53.333333	 3.678533e-06	 -1.259683e+03	 	 0
0.000000	 60.000000	 2.437839e-06	 -2.059630e+02	 	 0
0.000000	 66.666667	 1.672919e-06	 -8.691689e+02	 	 0
0.000000	 73.333333	 5.456839e-07	 6.815609e+02	 	 0
0.000000	 80.000000	 2.719294e-07	 4.982494e+02	 	 0
0.000000	 86.666667	 2.606357e-07	 3.822361e+02	 	 0
0.000000	 93.333333	 -7.015764e-09	 8.292818e+02	 	 0
0.000000	 100.000000	 5.335874e-07	 -9.682381e+02	 	 0
0.000000	 106.666667	 4.485003e-07	 -1.245607e+03	 	 0
0.000000	 113.333333	 3.558082e-07	 -1.184829e+02	 	 0
0.000000	 120.000000	 4.325049e-09	 5.887094e+01	 	 0
0.000000	 126.666667	 -2.175064e-07	 4.016322e+02	 	 0
0.000000	 133.333333	 -8.697734e-08	 8.437115e+02	 	 0
0.000000	 140.000000	 -4.175786e-09	 -8.893704e+02	 	 0
0.000000	 146.666667	 -1.494440e-07	 3.821205e+02	 	 0
0.000000	 153.333333	 -8.913246e-08	 5.136462e+02	 	 0
0.000000	 160.000000	 -7.948061e-08	 3.413016e+02	 	 0
0.000000	 166.666667	 -2.243833e-07	 5.059147e+02	 	 0
0.000000	 173.333333	 3.980095e-07	 -4.609785e+03	 	 0
0.000000	 180.000000	 -2.929587e-07	 2.319632e+03	 	 0
0.000000	 186.666667	 -2.233331e-07	 5.717029e+02	 	 0
0.000000	 193.333333	 4.534121e-08	 -1.299778e+03	 	 0
0.000000	 0.000000	 -9.565845e-05	 1.154409e+02	 	 1
0.000000	 6.666667	 -3.706706e-05	 2.011495e+02	 	 1
0.000000	 13.333333	 -2.285578e-05	 1.328162e+02	 	 1
0.000000	 20.000000	 -1.684957e-05	 1.705426e+02	 	 1
0.000000	 26.666667	 -1.475679e-05	 1.306651e+02	 	 1
0.000000	 33.333333	 -1.153979e-05	 7.458645e+01	 	 1
0.000000	 40.000000	 -9.721277e-06	 4.855241e+01	 	 1
0.000000	 46.666667	 -7.796405e-06	 -5.024408e+01	 	 1
0.000000	 53.333333	 -6.450215e-06	 -7.991445e+01	 	 1
0.000000	 60.000000	 -7.386365e-06	 7.479749e+02	 	 1
0.000000	 66.666667	 -5.260678e-06	 -1.876395e+01	 	 1
0.000000	 73.333333	 -3.988451e-06	 -4.528979e+02	 	 1
0.000000	 80.000000	 -4.274668e-06	 3.046045e+02	 	 1
0.000000	 86.666667	 -2.573229e-06	 -2.341900e+02	 	 1
0.000000	 93.333333	 -2.670828e-06	 1.026663e+02	 	 1
0.000000	 100.000000	 -2.172790e-06	 -1.709576e+02	 	 1
0.000000	 106.666667	 -2.395812e-06	 3.826347e+02	 	 1
